name,id,description,image
Fringilla (The Witcher),TWCH4,"Coordinated, Self-Disciplined, Overachiever, Persistent, Intellectual, 🧙",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/4.jpg
Dara (The Witcher),TWCH7,"Clean, Poor, Proletariat, Oppressed, Side Character, First-Mate, Young",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/7.jpg
Ted Lasso (Ted Lasso),TL1,"Optimistic, Main Character, Warm, Charismatic, Good-Humored, Persistent, Accepting",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/1.jpg
Paul Kinsey (Mad Men),MM7,"Side Character, 🎨, Bookish, Intellectual, Political, Everyman",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/7.jpg
Linda Belcher (Bob's Burgers),BOBB2,"Chatty, Loud, Sunny, 😜, Expressive, Touchy-Feely",https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/2.jpg
Leslie Higgins (Ted Lasso),TL3,"Nerd, Civilized, Humble, Forgiving, Devoted, Loyal, Nurturing",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/3.jpg
Stan Rizzo (Mad Men),MM15,"🎨, Open To New Experinces, Artistic, Rock, Indie, Folksy",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/15.jpg
Henry Francis (Mad Men),MM13,"Valedictorian, Privileged, Side Character, Rich, Preppy, Concise",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/13.jpg
Theresa Cullen (Westworld),WSW10,"Businesslike, Valedictorian, Rich, Serious, Driven, Formal",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/10.jpg
Cahir (The Witcher),TWCH5,"Demanding, Sorrowful, Miserable, Cold, Monochrome, Strict",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/5.jpg
Kenneth Parcell (30 Rock),R303,"Devoted, On-Time, Workaholic, Optimistic, Loyal, Genuine",https://openpsychometrics.org/tests/characters/test-resources/pics/R30/3.jpg
Klaus Hargreeves (The Umbrella Academy),UA5,"Spontaneous, Chaotic, Queer, Disorganized, 🦄, Playful",https://openpsychometrics.org/tests/characters/test-resources/pics/UA/5.jpg
Keeley Jones (Ted Lasso),TL8,"Feminist, Stylish, Not Genocidal, 🦄, Chatty, 🐩",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/8.jpg
Rachel Menken (Mad Men),MM10,"Manicured, Rich, Stylish, Urban, Eloquent, Cosmopolitan",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/10.jpg
Bobby Briggs (Twin Peaks),TP4,"Drop Out, Rebellious, Impatient, Mischievous, Cocky, Stubborn",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/4.jpg
Tina Belcher (Bob's Burgers),BOBB3,"Nerd, Awkward, Bookish, Awkward, Love-Focused, Weird",https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/3.jpg
Dale Cooper (Twin Peaks),TP1,"Perceptive, Persistent, Curious, Diligent, Pro, Treasure",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/1.jpg
Leland Palmer (Twin Peaks),TP11,"Self-Destructive, Crazy, Moody, Traumatized, Two-Faced, Haunted, Twitchy",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/11.jpg
Luther Hargreeves (The Umbrella Academy),UA2,"Tall, 🏋️‍♂️, Masculine, 💪, Straight, Thick",https://openpsychometrics.org/tests/characters/test-resources/pics/UA/2.jpg
Diego Hargreeves (The Umbrella Academy),UA3,"🤺, Stubborn, Hunter, Competitive, Active, 🧗",https://openpsychometrics.org/tests/characters/test-resources/pics/UA/3.jpg
Vanya Hargreeves (The Umbrella Academy),UA1,"Introvert, 🎨, Bookish, Nerd, Reclusive, Reserved",https://openpsychometrics.org/tests/characters/test-resources/pics/UA/1.jpg
Coach Beard (Ted Lasso),TL6,"Pro, Competent, Loyal, Direct, Badass, Egalitarian",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/6.jpg
Peter Gregory (Silicon Valley),SV6,"Rich, Bookish, Asexual, Nerd, Intellectual, High Iq",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/6.jpg
Josie Packard (Twin Peaks),TP12,"Manicured, Stylish, Secretive, Beautiful, Dramatic, Guarded",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/12.jpg
Bree Van de Kamp (Desperate Housewives),DH3,"Good-Cook, Neat, Scheduled, Manicured, Tense, On-Time",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/3.jpg
Allison Hargreeves (The Umbrella Academy),UA4,"Beautiful, Egalitarian, Feminist, Rich, Manicured, Feminine",https://openpsychometrics.org/tests/characters/test-resources/pics/UA/4.jpg
Marshall Eriksen (How I Met Your Mother),HIMYM2,"Tall, Loyal, Kind, 💝, Romantic, Emotional",https://openpsychometrics.org/tests/characters/test-resources/pics/HIMYM/2.jpg
Aaron Hotchner (Criminal Minds),CM5,"On-Time, Masculine, Workaholic, Diligent, Coordinated, Motivated, Self-Disciplined, Pro",https://openpsychometrics.org/tests/characters/test-resources/pics/CM/5.jpg
Lincoln Rice (Broad City),BDC3,"Not Genocidal, 👨‍⚕️, Egalitarian, English, Loveable, One-Faced",https://openpsychometrics.org/tests/characters/test-resources/pics/BDC/3.jpg
Carl Gallagher (Shameless),SHL2,"Mischievous, F***-The-Police, Beautiful, Attractive, 😎, Street-Smart",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/2.jpg
Sheriff Truman (Twin Peaks),TP2,"Loyal, Heroic, 🤠, Provincial, Vintage, Love-Focused",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/2.jpg
Audrey Horne (Twin Peaks),TP6,"Extravagant, Cat Person, Sexual, Flirtatious, Adventurous, Beautiful",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/6.jpg
Gene Belcher (Bob's Burgers),BOBB4,"Messy, Goof-Off, 😜, Good-Humored, Loud, Lenient",https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/4.jpg
Schmidt (New Girl),NG3,"Neat, Manicured, Preppy, Competitive, Extravagant, City-Slicker",https://openpsychometrics.org/tests/characters/test-resources/pics/NG/3.jpg
Ed Hurley (Twin Peaks),TP9,"Blue-Collar, 👨‍🔧, Proletariat, Provincial, Modest, Masculine",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/9.jpg
Winston Bishop (New Girl),NG5,"Loyal, Egalitarian, Kind, Devoted, Soulful, Funny",https://openpsychometrics.org/tests/characters/test-resources/pics/NG/5.jpg
Lynette Scavo (Desperate Housewives),DH2,"Overachiever, Persistent, Opinionated, Tense, Badass, Bossy",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/2.jpg
Barney Stinson (How I Met Your Mother),HIMYM4,"Sexual, Bold, Flirtatious, Extrovert, City-Slicker, Playful",https://openpsychometrics.org/tests/characters/test-resources/pics/HIMYM/4.jpg
Norma Jennings (Twin Peaks),TP7,"Attractive, Good-Cook, Civilized, Beautiful, Gendered, Fresh",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/7.jpg
Lucy Moran (Twin Peaks),TP14,"Feminine, Blissful, Folksy, Kind, Not Genocidal, Chatty, 🐿",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/14.jpg
Edie Britt (Desperate Housewives),DH5,"Bold, Competitive, Demanding, Feminine, Flamboyant, Flirtatious",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/5.jpg
Dr. Sharon Fieldstone (Ted Lasso),TL9,"Competent, Legit, Studious, Sane, Factual, Confidential",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/9.jpg
Kevin Ball (Shameless),SHL5,"Sexual, 💪, F***-The-Police, Tall, Funny, Punk Rock",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/5.jpg
Gabrielle Solis (Desperate Housewives),DH4,"Sexual, Beautiful, Opinionated, Feminine, Cocky, Extrovert",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/4.jpg
Robin Scherbatsky (How I Met Your Mother),HIMYM3,"Attractive, Beautiful, Competitive, Independent, Badass, Child Free",https://openpsychometrics.org/tests/characters/test-resources/pics/HIMYM/3.jpg
Donna Hayward (Twin Peaks),TP15,"Emotional, Beautiful, Young, Attractive, Sexual, Dramatic",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/15.jpg
Pete Martell (Twin Peaks),TP10,"Vintage, Provincial, Rural, Country-Bumpkin, Low-Tech, Folksy",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/10.jpg
Lily Aldrin (How I Met Your Mother),HIMYM5,"Artistic, 🎨, Expressive, Chatty, Sexual, Beautiful",https://openpsychometrics.org/tests/characters/test-resources/pics/HIMYM/5.jpg
Carlos Solis (Desperate Housewives),DH6,"Sexual, Gendered, 🏀, Driven, Masculine, Workaholic",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/6.jpg
James Hurley (Twin Peaks),TP8,"Love-Focused, Rock, Princess, Emotional, Blue-Collar, 👨‍🔧",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/8.jpg
Nick Miller (New Girl),NG2,"Freelance, Funny, 🛌, Messy, Scruffy, Tardy, Slovenly",https://openpsychometrics.org/tests/characters/test-resources/pics/NG/2.jpg
Shelly Johnson (Twin Peaks),TP3,"Beautiful, Attractive, Gendered, Feminine, Young, Not Genocidal",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/3.jpg
Benjamin Horne (Twin Peaks),TP5,"Privileged, Rich, Two-Faced, Narcissistic, Salacious, Businesslike",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/5.jpg
Mike Delfino (Desperate Housewives),DH9,"Dog Person, 🧢, 👨‍🔧, Gendered, Masculine, Straight",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/9.jpg
Ted Mosby (How I Met Your Mother),HIMYM1,"Love-Focused, Emotional, Nerd, Bookish, Sensitive, Romantic",https://openpsychometrics.org/tests/characters/test-resources/pics/HIMYM/1.jpg
Tracy Jordan (30 Rock),R302,"Chaotic, Loud, Bold, Spontaneous, Exuberant, Celebrity",https://openpsychometrics.org/tests/characters/test-resources/pics/R30/2.jpg
Jenna Maroney (30 Rock),R306,"Dramatic, Vain, Extrovert, Entitled, Extravagant, Flamboyant",https://openpsychometrics.org/tests/characters/test-resources/pics/R30/6.jpg
Frank Gallagher (Shameless),SHL1,"Stinky, Outlaw, Chaotic, Indulgent, Messy, Poor",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/1.jpg
Jess Day (New Girl),NG1,"Kind, 🎨, 🦄, Flower Child, Emotional, Expressive",https://openpsychometrics.org/tests/characters/test-resources/pics/NG/1.jpg
Ben Hargreeves (The Umbrella Academy),UA6,"Egalitarian, 👻, 🌟, Perceptive, Beautiful, Empath",https://openpsychometrics.org/tests/characters/test-resources/pics/UA/6.jpg
Cece Parekh (New Girl),NG4,"Beautiful, Stylish, Attractive, Fresh, Sexual, Egalitarian",https://openpsychometrics.org/tests/characters/test-resources/pics/NG/4.jpg
Julie Mayer (Desperate Housewives),DH7,"Emotional, Civilized, Feminine, 🎨, Boy/Girl-Next-Door, Flower Child",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/7.jpg
Lip Gallagher (Shameless),SHL3,"F***-The-Police, High Iq, Sexual, Street-Smart, Straight, Masculine",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/3.jpg
Tom Scavo (Desperate Housewives),DH10,"Sensitive, Gendered, Boy/Girl-Next-Door, 🧢, Basic, Cheesy, Flower Child",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/10.jpg
Susan Mayer (Desperate Housewives),DH1,"Emotional, Bad-Cook, Emotional, Often Crying, Family-First, Love-Focused",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/1.jpg
Veronica Fisher (Shameless),SHL4,"Sexual, Bold, Badass, Beautiful, 💃, Street-Smart, Confident",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/4.jpg
Jennifer Jareau (Criminal Minds),CM3,"Beautiful, Attractive, Motivated, Valedictorian, Feminist, Diligent",https://openpsychometrics.org/tests/characters/test-resources/pics/CM/3.jpg
Debbie Gallagher (Shameless),SHL6,"Emotional, Stubborn, Scandalous, Impulsive, Rebellious, 💃",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/6.jpg
Natalie (Yellowjackets),YJ4,"Contrarian, F***-The-Police, Rock, Punk Rock, Outlaw, Hunter",https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/4.jpg
Catherine Martell (Twin Peaks),TP13,"Selfish, Quarrelsome, Bossy, Vengeful, Suspicious, Competitive",https://openpsychometrics.org/tests/characters/test-resources/pics/TP/13.jpg
Fiona Gallagher (Shameless),SHL8,"Street-Smart, F***-The-Police, Sexual, Badass, Bold, Beautiful",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/8.jpg
Pete Hornberger (30 Rock),R304,"Scruffy, Everyman, Slovenly, Mundane, Low Self Esteem, Depressed",https://openpsychometrics.org/tests/characters/test-resources/pics/R30/4.jpg
Derek Morgan (Criminal Minds),CM6,"Masculine, Loyal, Charming, Motivated, Active, Egalitarian",https://openpsychometrics.org/tests/characters/test-resources/pics/CM/6.jpg
Claire Standish (The Breakfast Club),BC2,"Feminine, Preppy, 🐩, Manicured, Rich, Beautiful",https://openpsychometrics.org/tests/characters/test-resources/pics/BC/2.jpg
Mary Alice Young (Desperate Housewives),DH8,"Good-Cook, Family-First, Secretive, Manicured, 💀, Sad",https://openpsychometrics.org/tests/characters/test-resources/pics/DH/8.jpg
John Bender (The Breakfast Club),BC1,"Rebellious, F***-The-Police, Punk Rock, Mischievous, Outlaw, Scandalous",https://openpsychometrics.org/tests/characters/test-resources/pics/BC/1.jpg
Max Mayfield (Stranger Things),ST12,"Beautiful, Egalitarian, Feminist, Badass, Fire, Adventurous",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/12.jpg
William Adama (Battlestar Galactica),BSG1,"Captain, Sturdy, Main Character, Diligent, Important, Workaholic",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/1.jpg
Homelander (The Boys),TB3,"Vengeful, Genocidal, Crazy, Extreme, Selfish, Deranged",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/3.jpg
Linda Martin (Lucifer),LU6,"Bookish, Civilized, Knowledgeable, High Iq, Egalitarian, Empath",https://openpsychometrics.org/tests/characters/test-resources/pics/LU/6.jpg
David Rossi (Criminal Minds),CM4,"Italian, Rich, Loyal, Pro, Resourceful, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/CM/4.jpg
Dan Espinoza (Lucifer),LU3,"Side Character, Boy/Girl-Next-Door, 🧢, Everyman, Tense, Vanilla, Human",https://openpsychometrics.org/tests/characters/test-resources/pics/LU/3.jpg
Eleven (Stranger Things),ST4,"Badass, Love-Focused, Persistent, Loyal, F***-The-Police, Extraordinary",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/4.jpg
Lucifer Morningstar (Lucifer),LU1,"Sexual, Rich, Bold, Main Character, Playful, Beautiful",https://openpsychometrics.org/tests/characters/test-resources/pics/LU/1.jpg
Omar Little (The Wire),TW12,"Queen, Street-Smart, Pro, Freelance, Important, Resourceful",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/12.jpg
Kara 'Starbuck' Thrace (Battlestar Galactica),BSG3,"Pro, F***-The-Police, Bold, Alpha, Assertive, Brave",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/3.jpg
Queen Maeve (The Boys),TB5,"Attractive, Beautiful, Queen, Queer, 🏋️‍♂️, Sad",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/5.jpg
Joyce Byers (Stranger Things),ST1,"Persistent, Family-First, Emotional, Devoted, Motivated, Tense",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/1.jpg
Dustin Henderson (Stranger Things),ST5,"Funny, Kind, Treasure, Soulful, Egalitarian, Loyal",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/5.jpg
Robin Buckley (Stranger Things),ST15,"Badass, Beautiful, Queer, F***-The-Police, Feminist, Adventurous",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/15.jpg
Ian Gallagher (Shameless),SHL7,"Queer, Egalitarian, Complicated, 🦄, F***-The-Police, Feminist",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/7.jpg
Ben Scott (Yellowjackets),YJ6,"Sporty, 🏀, Queer, Unlucky, 👟, Nurturing, Boy/Girl-Next-Door",https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/6.jpg
Misty (Yellowjackets),YJ5,"Go-Getter, Obsessed, Desperate, Freak, Decisive, Diligent",https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/5.jpg
Laura Roslin (Battlestar Galactica),BSG2,"Persistent, Important, Studious, Diligent, High Iq, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/2.jpg
Kimiko Miyashiro (The Boys),TB10,"Confidential, Reserved, Badass, Secretive, Freelance, Guarded, Reclusive, Oppressed",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/10.jpg
Number Six (Battlestar Galactica),BSG6,"Manicured, Stylish, Driven, Alpha, Bold, Sexual",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/6.jpg
Abby Sciuto (NCIS),NCIS3,"Punk Rock, High-Tech, High Iq, Motivated, Fast-Talking, Expressive",https://openpsychometrics.org/tests/characters/test-resources/pics/NCIS/3.jpg
Donald Mallard (NCIS),NCIS4,"High Iq, Valedictorian, 🧠, Perceptive, Competent, Diligent, Loyal, Knowledgeable",https://openpsychometrics.org/tests/characters/test-resources/pics/NCIS/4.jpg
Dr. Spencer Reid (Criminal Minds),CM1,"High Iq, 🧠, Genius, Knowledgeable, Nerd, Bookish",https://openpsychometrics.org/tests/characters/test-resources/pics/CM/1.jpg
Lucas Sinclair (Stranger Things),ST6,"Egalitarian, Gamer, Loyal, Heroic, English, 🚴",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/6.jpg
Stevie Budd (Schitt's Creek),SsC5,"Frank, Boy/Girl-Next-Door, Sarcastic, Thrifty, 🧢, Down2earth",https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/5.jpg
Jimmy McNulty (The Wire),TW2,"Persistent, Rebellious, Contrarian, Cocky, Gendered, Opinionated",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/2.jpg
Erica Sinclair (Stranger Things),ST13,"Bold, Loud, Opinionated, Confident, Extrovert, Direct",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/13.jpg
Chloe Decker (Lucifer),LU2,"Workaholic, Diligent, Motivated, Beautiful, Competent, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/LU/2.jpg
Penelope Garcia (Criminal Minds),CM2,"Expressive, Warm, High-Tech, 🦄, Multicolored, Kind",https://openpsychometrics.org/tests/characters/test-resources/pics/CM/2.jpg
Shauna (Yellowjackets),YJ1,"Secretive, Important, Cannibal, Diligent, Traitorous, Guarded, Beautiful",https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/1.jpg
Will Byers (Stranger Things),ST11,"Nerd, Bookish, Loyal, Traumatized, 🎨, 🚴",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/11.jpg
Steve Harrington (Stranger Things),ST9,"Funny, 😎, Flirtatious, 👩‍🎤, Heroic, Playful, Sporty",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/9.jpg
Brian Johnson (The Breakfast Club),BC4,"Nerd, Bookish, Valedictorian, 🧠, Intellectual, Submissive",https://openpsychometrics.org/tests/characters/test-resources/pics/BC/4.jpg
Johnny Rose (Schitt's Creek),SsC1,"Non-Gamer, Motivated, Privileged, City-Slicker, Preppy, Gendered",https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/1.jpg
Russell 'Stringer' Bell (The Wire),TW15,"Motivated, Driven, Self-Disciplined, Diligent, Alert, Machiavellian",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/15.jpg
Phil Dunphy (Modern Family),MF4,"Good-Humored, Soulful, Kind, Optimistic, Cheery, Expressive",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/4.jpg
Nancy Wheeler (Stranger Things),ST7,"Beautiful, Feminist, Valedictorian, Go-Getter, Diligent, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/7.jpg
Eliza Hamilton (Hamilton),HAM2,"Devoted, Family-First, Loyal, Soulful, Nurturing, 😇, Musical",https://openpsychometrics.org/tests/characters/test-resources/pics/HAM/2.jpg
Mike Wheeler (Stranger Things),ST3,"🚴, Young, Nerd, Love-Focused, Gamer, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/3.jpg
Lee 'Apollo' Adama (Battlestar Galactica),BSG4,"Motivated, Patriotic, Privileged, Gendered, Valedictorian, Heroic",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/4.jpg
Andrew Clark (The Breakfast Club),BC3,"Sporty, 🏀, 👟, Jock, 🧢, Physical, Patriotic",https://openpsychometrics.org/tests/characters/test-resources/pics/BC/3.jpg
Mazikeen (Lucifer),LU5,"F***-The-Police, Ferocious, Spicy, Fire, Badass, Bold",https://openpsychometrics.org/tests/characters/test-resources/pics/LU/5.jpg
Amenadiel (Lucifer),LU4,"Diligent, Egalitarian, Self-Disciplined, Theist, Tall, Heroic",https://openpsychometrics.org/tests/characters/test-resources/pics/LU/4.jpg
Anthony DiNozzo (NCIS),NCIS2,"Sexual, Playful, Flirtatious, Bold, Extrovert, Loud",https://openpsychometrics.org/tests/characters/test-resources/pics/NCIS/2.jpg
Lester Freamon (The Wire),TW4,"Knowledgeable, Pro, Perceptive, Sage, Competent, High Iq, Resourceful",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/4.jpg
Avon Barksdale (The Wire),TW17,"City-Slicker, Motivated, Never Cries, Bossy, Dominant, Intense",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/17.jpg
Saul Tigh (Battlestar Galactica),BSG8,"Frank, Stubborn, Jaded, Masculine, Gendered, Haunted",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/8.jpg
Gaius Baltar (Battlestar Galactica),BSG5,"Extravagant, Arrogant, Narcissistic, Vain, Entitled, Nerd",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/5.jpg
Thomas 'Herc' Hauk (The Wire),TW6,"Gendered, 🧢, Jock, Unpolished, Physical, Impatient",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/6.jpg
Jim Hopper (Stranger Things),ST2,"🥾, Masculine, Loyal, 🤠, Rock, Badass",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/2.jpg
Leroy Jethro Gibbs (NCIS),NCIS1,"Diligent, Persistent, Workaholic, Master, Pro, Main Character",https://openpsychometrics.org/tests/characters/test-resources/pics/NCIS/1.jpg
Manny Delgado (Modern Family),MF8,"Lover, Valedictorian, Nerd, 🎨, Soulful, Civilized",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/8.jpg
Billy Butcher (The Boys),TB1,"Dominant, Rebellious, Masculine, F***-The-Police, Bold, Captain, Haunted",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/1.jpg
Cedric Daniels (The Wire),TW1,"On-Time, Diligent, Studious, Perceptive, Self-Disciplined, Rational",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/1.jpg
Reginald 'Bubbles' Cousins (The Wire),TW8,"Oppressed, Street-Smart, Not Genocidal, Poor, Blue-Collar, Twitchy",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/8.jpg
Billy Hargrove (Stranger Things),ST14,"Competitive, Cocky, Sporty, F***-The-Police, Mischievous, 💪",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/14.jpg
Timothy McGee (NCIS),NCIS5,"Devoted, Loyal, Nerd, Kind, Civilized, Heroic",https://openpsychometrics.org/tests/characters/test-resources/pics/NCIS/5.jpg
Jean-Luc Picard (Star Trek: The Next Generation),TNG1,"Main Character, Competent, Diligent, Pro, Captain, Resourceful",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/1.jpg
Sharon 'Boomer' Valerii (Battlestar Galactica),BSG7,"Beautiful, Attractive, Secretive, Haunted, 🧗, Go-Getter",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/7.jpg
Principal Vernon (The Breakfast Club),BC6,"Strict, Tense, Punchable, 🐴, Impatient, Judgemental, Serious",https://openpsychometrics.org/tests/characters/test-resources/pics/BC/6.jpg
Bunk Moreland (The Wire),TW5,"Not Genocidal, Straight, Perceptive, Gendered, Flirtatious, Street-Smart",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/5.jpg
Karl 'Helo' Agathon (Battlestar Galactica),BSG10,"🏀, Active, Masculine, Diligent, Persistent, 🤺",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/10.jpg
Galen Tyrol (Battlestar Galactica),BSG9,"Blue-Collar, 👨‍🔧, Blacksmith, Motivated, Diligent, 🐴",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/9.jpg
Allison Reynolds (The Breakfast Club),BC5,"Introvert, 🎨, Reclusive, Winter, Cat Person, Arcane",https://openpsychometrics.org/tests/characters/test-resources/pics/BC/5.jpg
King George III (Hamilton),HAM6,"Rich, Privileged, Entitled, Extravagant, Flamboyant, Opinionated",https://openpsychometrics.org/tests/characters/test-resources/pics/HAM/6.jpg
Preston 'Bodie' Broadus (The Wire),TW14,"🧢, Rap, Blue-Collar, Urban, Oppressed, Street-Smart, Cocky",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/14.jpg
Ellis Carver (The Wire),TW7,"Not Genocidal, English, Cocky, Gendered, Urban, City-Slicker",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/7.jpg
Jackie (Yellowjackets),YJ3,"Gatherer, Gendered, Feminine, Privileged, Social, Extrovert",https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/3.jpg
Frenchie (The Boys),TB9,"French, F***-The-Police, Freelance, Loyal, Backdoor, Anarchist",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/9.jpg
George Washington (Hamilton),HAM5,"Captain, Driven, Master, Patriotic, Competent, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/HAM/5.jpg
Aaron Burr (Hamilton),HAM3,"Studious, Valedictorian, Self-Disciplined, Scheduled, Guarded, Musical",https://openpsychometrics.org/tests/characters/test-resources/pics/HAM/3.jpg
Roland 'Prez' Pryzbylewski (The Wire),TW10,"Not Genocidal, First-Mate, 🧠, Bookish, Vintage, Beta, Miserable, Everyman",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/10.jpg
Jonathan Byers (Stranger Things),ST8,"Reserved, Bookish, Reclusive, Family-First, Introvert, 🎨, Private",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/8.jpg
Tommy (Shameless),SHL9,"👨‍🔧, 🧢, Side Character, 🥾, Slovenly, Indulgent",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/9.jpg
Kima Greggs (The Wire),TW3,"Badass, Persistent, Street-Smart, Diligent, Perceptive, Competent",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/3.jpg
D'Angelo Barksdale (The Wire),TW24,"Not Genocidal, Haunted, Urban, English, Oppressed, Naive",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/24.jpg
Alexis Rose (Schitt's Creek),SsC4,"Feminine, Social, Privileged, Modern, 💃, Manicured",https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/4.jpg
Felix Gaeta (Battlestar Galactica),BSG11,"First-Mate, High-Tech, Regular, Diligent, Side Character, High Iq",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/11.jpg
Annie January (The Boys),TB4,"Gendered, Valedictorian, Fresh, Diligent, Beautiful, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/4.jpg
